personnel_id,source_dataset,rank,unit_type,deployment_theatre,annual_fitness_grade,wsi_deterministic,wsi_noise_applied,wsi_score,stress_score,satisfaction_score,sleep_quality_score,fatigue_score,social_support_score,emotional_wellbeing_score,work_life_balance_score,age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
CRPF-20260058,HR_Analytics_15k,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-2,48.11,1.33,49.43,5.9,3.8,6.3,6.5,2.7,3.7,2.0,30,2.0,19.9,0,0,1,0,288,1,5,18.8,2.0,10,7,0,4,7,0,6.3,17,24,223,6,104,24,0,30.5,0.667,16.09,0.855,0.333,19.55,-9.0,96.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20260059,UCI_Absenteeism,Constable,Signal & IT Wing,North-East (Counter-Insurgency),SHAPE-1,48.04,0.66,48.7,6.2,1.3,3.6,4.1,2.9,4.9,3.0,47,13.6,91.0,2,0,0,2,241,1,2,9.7,1.0,12,6,0,16,12,0,9.6,0,28,138,4,3,11,0,31.0,0.068,4.97,1.94,0.068,0.29,-27.0,-5.0,0,0,0,1,0,0,0,0,0,0,1,0,Medium
CRPF-20260060,IBM_Attrition,Head Constable,CoBRA Strike Unit,Peace / Training Center,SHAPE-1,48.83,0.89,49.72,6.1,4.0,6.5,5.7,4.2,4.0,3.0,38,9.9,48.9,0,1,0,1,505,0,3,10.0,3.9,14,8,29,11,7,1,6.0,29,28,170,5,3,15,0,22.1,0.358,8.32,0.294,0.0,0.3,2.0,-5.0,0,0,0,0,1,0,1,0,0,0,0,0,Medium
CRPF-20260061,HRDataset_v14,Constable,Signal & IT Wing,Peace / Training Center,SHAPE-1,35.42,-0.82,34.6,4.5,3.2,5.6,3.6,3.3,4.9,3.1,35,8.5,28.2,1,0,0,0,419,0,4,16.6,4.0,14,8,0,8,7,0,6.8,28,8,102,4,84,8,0,31.6,0.421,8.79,0.503,0.0,13.94,1.0,76.0,0,0,0,0,1,0,0,0,0,0,1,0,Low
CRPF-20260062,IBM_Attrition,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,43.11,1.18,44.29,2.9,3.8,7.6,4.3,2.1,2.9,3.0,46,23.9,18.2,2,0,0,-2,315,1,1,19.3,4.5,10,6,0,9,9,0,6.0,46,27,137,3,104,8,0,28.2,0.181,2.2,0.378,0.04,20.07,20.0,96.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20260063,IBM_Attrition,Inspector,Signal & IT Wing,LWE / Bastar (Anti-Naxal),SHAPE-1,52.34,0.96,53.3,5.1,3.1,6.3,4.2,3.7,2.5,3.0,48,30.0,88.9,0,4,0,1,140,0,1,26.3,6.5,12,5,53,9,5,1,8.1,25,12,189,5,8,12,0,24.3,0.21,2.56,0.877,0.0,2.1,-2.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,High
CRPF-20260064,HR_Analytics_15k,Constable,General Duty (GD),Static Security / VIP,SHAPE-3,59.25,-0.93,58.33,6.9,1.3,3.3,5.4,3.4,3.2,3.1,37,4.0,83.7,0,0,2,2,605,0,5,15.9,4.0,14,6,57,7,9,1,13.1,3,35,120,3,0,11,0,30.9,0.8,12.42,1.988,0.0,0.0,-23.0,-8.0,0,0,0,0,0,1,0,1,0,0,0,0,High
CRPF-20260065,HRDataset_v14,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,42.3,-0.4,41.9,6.3,3.2,5.5,6.0,4.4,3.9,2.8,38,7.6,37.1,1,0,0,-2,198,0,5,24.2,2.3,10,6,0,11,12,0,7.1,0,23,159,4,34,6,0,22.3,0.267,9.73,4.84,0.0,8.23,-26.0,26.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20260066,IBM_Attrition,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-2,44.1,-0.22,43.88,6.1,4.0,4.3,3.4,3.4,2.8,3.0,34,5.9,4.6,0,0,1,1,402,1,4,14.9,3.6,10,7,62,8,15,1,6.0,41,21,60,3,1,7,0,23.5,0.522,8.32,0.324,0.145,0.15,15.0,-7.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20260067,IBM_Attrition,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,50.53,-0.5,50.03,4.4,1.0,5.7,2.3,2.7,3.3,3.1,25,4.8,13.5,0,0,0,0,212,1,4,11.3,4.8,14,8,25,8,6,1,6.0,29,34,128,5,8,16,0,25.2,0.828,11.33,0.332,0.172,0.9,3.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20260068,HR_Analytics_15k,Constable,CoBRA Strike Unit,North-East (Counter-Insurgency),SHAPE-1,56.38,0.36,56.74,4.2,2.9,8.7,6.9,2.5,3.8,3.8,33,3.0,44.0,0,0,0,-1,300,1,4,17.7,2.0,8,6,28,12,9,1,10.0,16,49,103,4,54,9,1,37.3,0.5,9.21,0.843,0.25,9.56,-11.0,46.0,0,0,0,1,0,0,1,0,0,0,0,0,High
CRPF-20260069,HR_Analytics_15k,Sub-Inspector,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,48.79,0.1,48.89,4.7,1.2,6.4,5.0,3.6,4.4,2.9,38,4.1,41.2,2,3,0,0,405,0,5,19.9,0.9,12,9,18,11,12,1,10.6,14,26,87,4,8,10,0,30.6,0.176,11.99,1.047,0.0,1.59,-12.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20260070,IBM_Attrition,Head Constable,CoBRA Strike Unit,LWE / Bastar (Anti-Naxal),SHAPE-1,45.55,0.59,46.14,3.9,3.9,4.7,8.3,3.3,3.8,3.0,42,7.8,9.2,1,1,0,-1,430,1,3,10.3,2.6,12,6,18,13,7,1,8.6,6,31,268,5,3,4,0,20.8,0.295,4.83,0.936,0.114,0.31,-21.0,-5.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
CRPF-20260071,HR_Analytics_15k,Head Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-2,54.64,-0.41,54.23,5.1,2.8,3.5,6.0,2.8,3.9,2.9,39,3.8,55.9,1,1,1,-1,672,3,3,8.2,0.8,10,7,54,13,12,1,11.7,6,38,38,7,2,16,0,26.3,0.167,8.5,0.745,0.625,0.16,-20.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,High
CRPF-20260072,HR_Analytics_15k,Sub-Inspector,CoBRA Strike Unit,Peace / Training Center,SHAPE-1,52.59,-0.97,51.62,3.7,2.1,4.1,7.4,4.0,3.5,2.9,34,3.1,47.5,2,3,0,0,254,2,5,13.7,3.1,16,6,0,10,10,0,6.6,6,33,245,2,135,9,0,31.0,0.756,11.51,1.245,0.488,18.5,-21.0,127.0,0,0,0,0,1,0,1,0,0,0,0,0,Medium
CRPF-20260073,HR_Analytics_15k,Constable,Rapid Action Force (RAF),Peace / Training Center,SHAPE-1,42.7,-0.21,42.5,6.1,2.5,7.5,3.7,1.8,3.9,4.0,43,4.8,28.7,0,0,0,0,481,0,5,14.7,4.8,12,8,0,10,11,0,6.1,31,24,286,1,127,5,0,25.7,0.828,8.96,0.408,0.0,18.67,4.0,119.0,0,0,0,0,1,0,0,0,0,1,0,0,Low
CRPF-20260074,UCI_Absenteeism,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,53.59,0.34,53.92,3.9,2.2,6.2,6.4,2.3,2.9,2.0,43,16.5,88.6,0,0,0,0,86,0,5,20.7,2.9,14,5,0,9,14,0,6.7,0,12,140,0,8,16,0,22.8,0.166,14.17,4.14,0.0,1.66,-26.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,High
CRPF-20260075,UCI_Absenteeism,ASI,Medical & Logistics,LWE / Bastar (Anti-Naxal),SHAPE-1,52.63,-1.27,51.36,5.3,3.1,2.6,4.6,4.7,3.3,1.0,38,17.6,64.3,0,2,0,0,251,2,2,11.5,3.5,10,6,0,9,7,0,8.9,3,39,231,5,1,14,0,30.8,0.188,5.42,1.438,0.108,0.12,-26.0,-7.0,0,0,1,0,0,0,0,0,1,0,0,0,Medium
CRPF-20260076,UCI_Absenteeism,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,56.51,-0.07,56.44,7.4,1.3,3.0,3.7,2.6,2.2,3.1,38,9.7,40.9,0,0,0,0,578,1,4,12.0,2.6,14,6,0,10,12,0,6.8,13,50,52,0,1,17,0,27.2,0.243,11.56,0.667,0.093,0.12,-13.0,-7.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20260077,HR_Analytics_15k,Head Constable,Medical & Logistics,J&K (CI/Ops),SHAPE-1,49.48,0.17,49.65,3.4,2.3,3.4,2.0,2.1,4.3,3.1,34,3.0,52.3,4,1,0,-2,522,1,5,24.5,2.9,10,6,0,11,10,0,6.4,0,13,34,9,1,24,1,30.9,0.725,16.09,4.9,0.25,0.24,-29.0,-7.0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
CRPF-20260078,UCI_Absenteeism,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-2,48.31,-0.4,47.91,6.9,3.2,7.5,4.6,4.0,4.4,3.1,28,8.8,81.5,1,0,1,0,556,0,1,11.8,2.3,12,7,0,5,7,0,9.6,65,20,134,4,2,16,0,24.3,0.235,2.83,0.169,0.0,0.24,39.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20260079,IBM_Attrition,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,40.0,0.0,40.0,3.2,4.0,9.2,3.7,3.4,3.7,3.2,32,9.8,100.0,1,0,0,0,654,2,5,13.1,6.6,8,7,0,5,5,0,6.0,44,42,139,7,8,8,0,23.7,0.611,10.99,0.267,0.185,1.05,18.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20260080,IBM_Attrition,Constable,Rapid Action Force (RAF),Border Outpost (LoC/IB),SHAPE-2,54.41,1.19,55.6,5.3,1.0,6.8,4.8,1.9,3.8,2.0,30,7.1,91.4,2,0,1,0,108,0,3,15.4,4.6,12,8,0,5,4,0,7.8,30,60,100,3,8,18,0,30.3,0.568,8.83,0.44,0.0,1.23,3.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,High
CRPF-20260081,UCI_Absenteeism,Constable,Signal & IT Wing,LWE / Bastar (Anti-Naxal),SHAPE-2,49.91,0.89,50.8,4.9,2.8,7.0,4.0,2.5,3.4,2.1,33,12.4,99.7,2,0,1,1,445,2,1,36.6,5.8,10,8,0,19,9,0,7.6,3,21,118,5,8,13,0,28.7,0.433,2.64,4.575,0.149,2.93,-24.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,Medium
CRPF-20260082,HR_Analytics_15k,Head Constable,General Duty (GD),Peace / Training Center,SHAPE-1,37.72,-0.42,37.3,3.8,3.0,5.9,3.1,4.7,4.2,3.0,37,4.2,11.1,0,1,0,0,319,2,2,32.8,2.8,8,7,0,11,11,0,6.6,5,19,123,3,2,10,0,30.2,0.538,4.8,3.28,0.385,0.66,-21.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20260083,HRDataset_v14,ASI,General Duty (GD),Border Outpost (LoC/IB),SHAPE-2,47.03,1.68,48.71,6.4,3.9,7.1,2.0,3.1,4.0,1.0,53,17.6,19.8,0,2,1,0,542,3,4,10.2,2.1,16,6,0,6,8,0,7.0,39,34,54,1,132,9,0,31.4,0.113,9.21,0.232,0.161,13.46,13.0,124.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20260084,UCI_Absenteeism,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-2,61.07,-0.46,60.6,4.5,3.0,4.7,8.2,4.1,2.8,3.0,32,11.6,100.0,3,0,1,-1,603,1,4,15.6,4.5,10,4,0,16,15,0,7.1,68,60,213,2,8,11,0,25.0,0.357,9.94,0.214,0.079,1.25,42.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
CRPF-20260085,IBM_Attrition,Constable,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-1,54.15,0.48,54.63,1.8,4.0,4.9,5.3,3.1,4.4,2.1,28,3.9,79.5,0,0,0,-1,130,2,3,24.9,3.9,8,9,60,11,9,1,6.1,31,31,106,1,32,12,0,23.6,0.796,7.69,0.692,0.408,7.97,4.0,24.0,0,1,0,0,0,0,1,0,0,0,0,0,High
CRPF-20260086,HR_Analytics_15k,Constable,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-2,44.96,0.23,45.19,4.4,3.0,8.8,7.1,3.7,2.8,2.1,38,4.1,6.6,1,0,1,0,635,2,1,26.9,4.1,8,6,0,13,12,0,6.0,36,24,94,7,2,24,0,19.0,0.804,3.22,0.656,0.392,0.54,9.0,-6.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20260087,IBM_Attrition,Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,47.53,1.37,48.9,3.9,2.0,5.2,2.1,3.0,3.3,1.0,47,14.2,4.5,0,0,0,1,196,2,1,26.6,0.9,12,8,0,13,12,0,7.6,0,44,75,2,8,8,0,30.2,0.059,2.2,5.32,0.132,2.13,-27.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20260088,IBM_Attrition,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,45.79,1.18,46.97,4.9,1.0,4.6,3.5,3.4,3.8,1.0,41,10.3,31.7,2,0,0,0,200,0,5,37.8,3.2,8,5,33,10,10,1,8.6,0,60,47,1,8,2,0,28.8,0.283,5.49,7.56,0.0,3.02,-26.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20260089,HR_Analytics_15k,ASI,Signal & IT Wing,J&K (CI/Ops),SHAPE-1,51.23,-1.95,49.28,7.5,1.6,6.8,5.3,2.6,2.5,4.0,38,3.9,14.1,0,2,0,0,141,0,1,17.9,3.6,12,7,0,14,11,0,7.0,42,50,101,2,153,12,0,21.8,0.735,2.56,0.381,0.0,27.39,15.0,145.0,0,1,0,0,0,0,0,0,0,0,1,0,Medium
CRPF-20260090,IBM_Attrition,ASI,CoBRA Strike Unit,North-East (Counter-Insurgency),SHAPE-2,54.19,0.92,55.11,6.8,4.0,3.7,4.3,1.6,2.3,2.9,38,10.1,96.3,4,2,1,0,650,1,3,12.6,4.9,8,9,0,11,11,0,8.2,68,39,154,3,63,24,0,19.6,0.441,9.66,0.173,0.09,7.94,41.0,55.0,0,0,0,1,0,0,1,0,0,0,0,0,High
CRPF-20260091,HRDataset_v14,ASI,CoBRA Strike Unit,Static Security / VIP,SHAPE-2,55.6,1.0,56.6,7.7,3.1,4.6,4.7,4.2,3.1,3.0,32,10.0,92.9,0,2,1,-1,504,1,3,13.7,2.8,14,8,26,12,11,1,16.0,45,27,152,2,139,6,0,30.4,0.255,5.84,0.274,0.091,19.04,18.0,131.0,0,0,0,0,0,1,1,0,0,0,0,0,High
CRPF-20260092,IBM_Attrition,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-3,56.39,-0.94,55.45,4.5,4.0,5.8,5.2,2.9,2.6,3.0,29,10.2,85.5,2,0,2,-1,233,3,5,22.4,1.9,10,7,0,14,12,0,8.4,41,37,93,2,3,15,0,24.1,0.17,13.86,0.487,0.268,0.67,15.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,High
CRPF-20260093,HRDataset_v14,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,48.0,1.01,49.01,4.0,2.3,5.9,5.7,2.0,2.5,2.9,44,12.3,75.5,2,0,0,0,575,2,4,24.1,5.8,8,7,0,11,10,0,6.9,32,50,45,7,24,12,0,38.1,0.436,10.26,0.651,0.15,5.78,6.0,16.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20260094,UCI_Absenteeism,Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,47.43,1.38,48.81,4.7,1.6,6.9,5.5,1.5,3.8,4.0,38,9.8,40.4,0,0,0,0,192,1,1,15.4,1.7,12,7,0,13,9,0,8.1,0,45,53,2,8,10,0,28.2,0.157,2.4,3.08,0.093,1.23,-27.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20260095,HR_Analytics_15k,ASI,Medical & Logistics,Static Security / VIP,SHAPE-1,49.07,-0.22,48.85,5.0,3.4,6.5,5.0,2.5,2.7,1.0,30,2.0,74.8,4,2,0,0,225,0,3,28.1,2.0,8,5,38,11,10,1,10.8,52,27,206,4,89,5,0,30.6,0.667,5.38,0.493,0.0,25.01,23.0,81.0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
CRPF-20260096,IBM_Attrition,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-4,55.8,0.92,56.72,6.4,1.0,6.1,6.2,2.5,3.9,2.9,54,8.9,88.8,0,0,3,-1,599,1,5,17.0,2.6,8,8,35,13,12,1,6.0,26,43,95,3,1,8,0,37.1,0.263,10.99,0.548,0.101,0.17,0.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,High
CRPF-20260097,HR_Analytics_15k,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,46.97,-0.29,46.68,3.1,3.8,6.1,6.6,2.5,3.4,2.0,30,2.0,42.8,1,0,0,0,342,1,5,20.3,1.3,12,6,0,5,8,0,8.3,0,17,42,5,49,14,1,24.4,0.433,13.54,4.06,0.333,9.95,-26.0,41.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20260098,IBM_Attrition,Constable,CoBRA Strike Unit,Static Security / VIP,SHAPE-1,42.63,0.7,43.33,2.3,2.9,5.6,4.0,2.8,3.2,1.0,33,4.1,4.4,1,0,0,2,373,0,3,13.8,4.1,12,6,50,10,11,1,6.0,23,33,59,1,2,3,0,29.4,0.804,4.16,0.493,0.0,0.28,-4.0,-6.0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
CRPF-20260099,IBM_Attrition,Constable,Rapid Action Force (RAF),Border Outpost (LoC/IB),SHAPE-1,44.07,-1.01,43.06,5.8,4.0,7.8,6.3,3.5,2.7,2.0,23,3.8,100.0,1,0,0,-2,398,3,5,19.3,3.8,10,7,0,9,7,0,8.6,51,11,83,5,2,18,0,27.5,0.792,14.72,0.345,0.625,0.39,24.0,-6.0,1,0,0,0,0,0,0,0,0,1,0,0,Medium
CRPF-20260100,UCI_Absenteeism,Constable,General Duty (GD),Peace / Training Center,SHAPE-1,40.56,-1.61,38.95,8.3,3.5,6.6,6.6,2.1,2.9,3.0,37,14.4,81.1,1,0,0,2,27,1,3,8.5,3.0,8,8,0,9,11,0,6.9,55,24,108,5,8,24,0,28.8,0.195,9.66,0.142,0.065,0.68,29.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20260101,IBM_Attrition,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,47.57,-0.52,47.05,5.7,3.0,5.4,7.5,3.6,3.0,3.0,35,15.5,26.8,0,0,0,0,126,1,1,16.2,0.5,12,9,0,12,9,0,6.0,0,27,229,3,0,17,0,23.6,0.03,2.89,3.24,0.061,0.0,-26.0,-8.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20260102,UCI_Absenteeism,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-2,49.41,1.39,50.8,2.7,1.8,5.3,3.5,2.5,2.3,3.0,30,8.9,61.7,0,0,1,0,152,0,1,11.9,1.8,8,7,0,12,15,0,8.4,1,29,220,4,1,8,0,19.3,0.182,2.2,1.983,0.0,0.12,-25.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20260103,UCI_Absenteeism,Constable,Rapid Action Force (RAF),J&K (CI/Ops),SHAPE-1,53.66,1.25,54.91,8.1,2.9,4.3,4.7,3.7,3.9,3.1,37,11.3,87.1,4,0,0,-2,307,4,3,12.8,2.2,10,5,0,9,13,0,8.7,42,31,184,2,4,11,0,22.1,0.179,7.45,0.272,0.325,0.51,15.0,-4.0,0,1,0,0,0,0,0,0,0,1,0,0,High
CRPF-20260104,IBM_Attrition,ASI,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,49.1,1.41,50.51,7.9,2.1,8.0,4.0,5.0,3.6,4.0,48,23.2,13.5,0,2,0,0,457,1,4,17.2,2.8,12,8,0,13,9,0,6.0,0,35,131,4,31,23,0,24.1,0.116,12.71,3.44,0.041,5.33,-26.0,23.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20260105,IBM_Attrition,Constable,Medical & Logistics,North-East (Counter-Insurgency),SHAPE-2,46.36,-0.36,46.0,5.9,4.0,4.3,6.0,2.6,3.4,3.1,32,3.0,86.1,1,0,1,0,394,1,3,5.7,2.6,10,7,0,9,13,0,8.9,58,21,165,3,2,10,0,24.3,0.65,7.19,0.09,0.25,0.11,29.0,-6.0,0,0,0,1,0,0,0,0,1,0,0,0,Medium
CRPF-20260106,HRDataset_v14,Head Constable,General Duty (GD),J&K (CI/Ops),SHAPE-2,52.58,1.83,54.41,6.5,3.0,8.4,5.4,4.1,3.6,3.0,34,16.0,51.0,2,1,1,-1,352,0,2,7.5,5.4,12,6,0,10,5,0,7.0,21,37,194,3,113,13,0,32.9,0.318,5.28,0.288,0.0,8.48,-5.0,105.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20260107,IBM_Attrition,Sub-Inspector,General Duty (GD),Static Security / VIP,SHAPE-1,35.46,0.39,35.85,3.3,2.0,4.5,2.7,2.6,3.4,3.0,37,3.9,9.2,1,3,0,1,283,1,1,17.3,3.9,10,9,0,7,6,0,6.0,7,39,91,4,0,7,0,23.5,0.796,2.08,1.442,0.204,0.0,-19.0,-8.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20260108,HR_Analytics_15k,Constable,Signal & IT Wing,Peace / Training Center,SHAPE-4,46.36,-0.92,45.44,3.1,2.4,5.6,4.5,3.5,4.4,1.0,33,3.1,72.9,1,0,3,0,446,1,2,18.6,3.1,10,4,0,7,3,0,6.9,61,36,153,5,8,14,0,28.4,0.756,5.42,0.282,0.244,1.49,34.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,Medium
CRPF-20260109,HR_Analytics_15k,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-2,49.71,-0.63,49.08,5.2,3.3,7.0,5.5,2.7,2.7,3.0,31,2.0,68.6,1,0,1,-1,95,3,2,14.3,2.0,10,8,0,8,9,0,6.9,4,42,102,1,146,10,0,27.2,0.667,4.8,1.589,1.0,20.88,-22.0,138.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20260110,HR_Analytics_15k,Head Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,50.2,0.47,50.67,4.6,3.0,4.9,6.1,2.6,3.0,2.9,32,3.0,53.7,1,1,0,1,546,0,4,12.5,3.0,10,9,0,11,12,0,8.8,2,49,155,3,2,8,0,21.9,0.75,8.79,1.786,0.0,0.25,-24.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20260111,HR_Analytics_15k,Head Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,44.62,-0.03,44.59,4.1,2.7,8.1,5.2,4.9,3.4,3.0,34,3.1,6.1,0,1,0,0,399,0,2,11.5,3.1,8,9,50,13,12,1,12.1,69,29,60,3,32,9,0,25.3,0.756,4.61,0.155,0.0,3.68,43.0,24.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20260112,HRDataset_v14,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,54.63,-0.33,54.3,5.2,3.9,7.6,5.0,2.7,3.7,1.0,49,10.0,44.6,0,0,0,-2,145,2,3,15.0,6.2,12,8,0,7,8,0,7.1,58,55,48,3,73,16,0,32.1,0.564,8.5,0.238,0.182,10.95,32.0,65.0,0,0,1,0,0,0,0,1,0,0,0,0,High
CRPF-20260113,UCI_Absenteeism,Constable,General Duty (GD),Static Security / VIP,SHAPE-2,47.02,1.44,48.45,4.5,3.4,5.7,4.2,2.7,3.2,2.0,46,24.2,40.9,2,0,1,-2,450,0,1,16.9,2.2,12,9,0,6,6,0,6.2,63,33,185,2,8,10,0,24.7,0.087,2.4,0.249,0.0,1.35,37.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20260114,HRDataset_v14,ASI,Rapid Action Force (RAF),Border Outpost (LoC/IB),SHAPE-1,38.46,0.61,39.08,2.2,4.0,6.1,1.9,3.6,3.3,2.0,35,10.2,43.6,1,2,0,2,652,1,5,7.0,0.7,8,8,0,8,5,0,6.9,23,60,156,2,127,7,0,19.5,0.062,10.4,0.25,0.089,8.89,-4.0,119.0,1,0,0,0,0,0,0,0,0,1,0,0,Low
CRPF-20260115,HR_Analytics_15k,Constable,VIP Security Wing,J&K (CI/Ops),SHAPE-3,56.45,1.13,57.58,4.1,1.4,5.3,5.5,2.8,4.5,3.0,47,6.0,49.0,1,0,2,1,656,1,5,22.4,5.3,8,11,17,13,9,1,11.4,5,38,107,3,8,9,1,31.7,0.757,11.51,2.24,0.143,1.79,-24.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,High
CRPF-20260116,HR_Analytics_15k,Constable,General Duty (GD),Peace / Training Center,SHAPE-3,51.53,0.61,52.14,3.4,1.3,6.9,3.1,3.5,2.7,4.0,38,3.9,76.5,0,0,2,1,280,1,2,22.6,3.9,10,8,57,11,8,1,12.3,48,28,33,5,1,15,0,32.2,0.796,5.55,0.426,0.204,0.23,22.0,-7.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
CRPF-20260117,IBM_Attrition,Sub-Inspector,CoBRA Strike Unit,Static Security / VIP,SHAPE-1,44.22,-0.65,43.57,6.3,2.0,7.7,4.7,3.3,4.3,2.9,34,8.9,100.0,0,3,0,-2,147,2,1,17.6,2.0,14,7,0,9,7,0,6.0,3,21,114,1,4,7,0,25.1,0.202,2.08,2.2,0.202,0.7,-24.0,-4.0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
CRPF-20260118,HR_Analytics_15k,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,38.54,-0.55,37.98,4.0,1.4,7.9,5.5,2.1,4.1,3.0,28,1.9,10.4,0,0,0,-1,138,1,5,19.1,1.9,10,7,0,5,8,0,8.8,0,29,128,3,66,8,0,23.3,0.655,10.99,3.82,0.345,12.61,-26.0,58.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
