age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
32,3.0,86.1,1,0,1,0,394,1,3,5.7,2.6,10,7,0,9,13,0,8.9,58,21,165,3,2,10,0,24.3,0.65,7.19,0.09,0.25,0.11,29.0,-6.0,0,0,0,1,0,0,0,0,1,0,0,0,Medium
34,16.0,51.0,2,1,1,-1,352,0,2,7.5,5.4,12,6,0,10,5,0,7.0,21,37,194,3,113,13,0,32.9,0.318,5.28,0.288,0.0,8.48,-5.0,105.0,0,1,0,0,0,0,0,1,0,0,0,0,High
37,3.9,9.2,1,3,0,1,283,1,1,17.3,3.9,10,9,0,7,6,0,6.0,7,39,91,4,0,7,0,23.5,0.796,2.08,1.442,0.204,0.0,-19.0,-8.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
33,3.1,72.9,1,0,3,0,446,1,2,18.6,3.1,10,4,0,7,3,0,6.9,61,36,153,5,8,14,0,28.4,0.756,5.42,0.282,0.244,1.49,34.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,Medium
31,2.0,68.6,1,0,1,-1,95,3,2,14.3,2.0,10,8,0,8,9,0,6.9,4,42,102,1,146,10,0,27.2,0.667,4.8,1.589,1.0,20.88,-22.0,138.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
32,3.0,53.7,1,1,0,1,546,0,4,12.5,3.0,10,9,0,11,12,0,8.8,2,49,155,3,2,8,0,21.9,0.75,8.79,1.786,0.0,0.25,-24.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
34,3.1,6.1,0,1,0,0,399,0,2,11.5,3.1,8,9,50,13,12,1,12.1,69,29,60,3,32,9,0,25.3,0.756,4.61,0.155,0.0,3.68,43.0,24.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
49,10.0,44.6,0,0,0,-2,145,2,3,15.0,6.2,12,8,0,7,8,0,7.1,58,55,48,3,73,16,0,32.1,0.564,8.5,0.238,0.182,10.95,32.0,65.0,0,0,1,0,0,0,0,1,0,0,0,0,High
46,24.2,40.9,2,0,1,-2,450,0,1,16.9,2.2,12,9,0,6,6,0,6.2,63,33,185,2,8,10,0,24.7,0.087,2.4,0.249,0.0,1.35,37.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
35,10.2,43.6,1,2,0,2,652,1,5,7.0,0.7,8,8,0,8,5,0,6.9,23,60,156,2,127,7,0,19.5,0.062,10.4,0.25,0.089,8.89,-4.0,119.0,1,0,0,0,0,0,0,0,0,1,0,0,Low
47,6.0,49.0,1,0,2,1,656,1,5,22.4,5.3,8,11,17,13,9,1,11.4,5,38,107,3,8,9,1,31.7,0.757,11.51,2.24,0.143,1.79,-24.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,High
38,3.9,76.5,0,0,2,1,280,1,2,22.6,3.9,10,8,57,11,8,1,12.3,48,28,33,5,1,15,0,32.2,0.796,5.55,0.426,0.204,0.23,22.0,-7.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
34,8.9,100.0,0,3,0,-2,147,2,1,17.6,2.0,14,7,0,9,7,0,6.0,3,21,114,1,4,7,0,25.1,0.202,2.08,2.2,0.202,0.7,-24.0,-4.0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
28,1.9,10.4,0,0,0,-1,138,1,5,19.1,1.9,10,7,0,5,8,0,8.8,0,29,128,3,66,8,0,23.3,0.655,10.99,3.82,0.345,12.61,-26.0,58.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
45,17.9,16.4,0,1,0,2,220,1,4,12.8,2.0,12,8,0,9,5,0,7.1,41,26,125,3,32,16,0,32.3,0.106,11.33,0.278,0.053,4.1,12.0,24.0,0,0,0,1,0,0,0,0,0,0,0,1,Medium
34,2.9,24.3,0,1,0,2,501,0,3,15.8,2.9,10,7,0,8,6,0,7.0,3,37,68,0,66,24,0,26.2,0.744,9.66,1.975,0.0,10.43,-23.0,58.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
38,4.1,54.5,0,0,0,0,56,1,3,27.0,2.4,14,7,51,9,12,1,11.8,61,17,212,5,137,11,0,30.7,0.471,7.45,0.409,0.196,36.99,32.0,129.0,0,0,0,0,1,0,0,0,0,0,0,1,High
43,5.0,27.4,1,0,1,0,101,1,5,20.3,5.0,10,5,19,14,10,1,10.1,69,43,182,6,1,15,0,32.6,0.833,13.86,0.274,0.167,0.2,40.0,-7.0,0,0,0,0,1,0,0,0,1,0,0,0,High
29,10.7,100.0,0,2,0,0,509,0,5,14.0,7.9,12,7,0,8,8,0,6.0,16,60,102,2,2,11,0,25.7,0.675,12.42,0.667,0.0,0.28,-10.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
42,22.9,100.0,3,0,1,2,79,0,2,19.2,5.1,12,9,0,9,11,0,6.0,47,29,57,5,8,19,0,32.6,0.213,5.99,0.369,0.0,1.54,20.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
29,3.0,100.0,1,3,2,0,339,0,5,14.0,2.1,12,6,0,9,10,0,6.6,56,26,112,1,8,15,0,25.6,0.525,13.86,0.23,0.0,1.12,30.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
53,5.8,16.4,1,1,0,0,167,0,3,14.8,1.1,8,7,55,11,6,1,13.0,7,16,52,2,73,9,0,30.9,0.162,6.91,1.233,0.0,10.8,-19.0,65.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
39,4.0,62.8,0,2,0,0,393,1,3,20.7,3.4,8,7,0,7,12,0,9.1,45,25,57,5,8,10,0,30.5,0.68,7.19,0.414,0.2,1.66,19.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
60,9.9,63.3,0,2,0,0,413,0,2,19.6,4.0,12,6,0,9,12,0,6.0,41,21,163,8,41,5,1,29.2,0.367,3.58,0.426,0.0,8.04,15.0,33.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
43,16.6,86.8,0,4,0,0,153,1,4,10.7,1.8,10,10,0,11,9,0,7.2,30,48,177,3,15,17,0,22.7,0.102,11.56,0.306,0.057,1.6,4.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,High
31,9.1,63.0,0,1,0,0,386,1,4,13.9,1.8,12,5,0,10,12,0,6.7,6,26,21,1,2,14,0,19.3,0.178,10.83,1.264,0.099,0.28,-23.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,1,Medium
36,3.1,78.4,0,0,0,1,351,2,1,13.7,2.6,8,8,0,15,12,0,6.4,16,24,39,3,40,14,0,31.7,0.634,2.71,0.652,0.488,5.48,-10.0,32.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
36,5.2,41.3,4,0,0,0,632,0,5,33.3,0.5,8,5,0,8,15,0,6.0,58,14,143,1,16,11,0,24.0,0.081,12.42,0.529,0.0,5.33,32.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
29,10.8,90.8,1,0,0,0,333,1,2,24.3,5.5,14,8,0,14,7,0,6.0,32,34,107,7,8,13,0,31.2,0.466,5.28,0.657,0.085,1.94,6.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,High
38,11.3,8.8,0,0,0,2,72,1,5,12.3,3.9,10,7,38,10,8,1,6.0,10,15,197,5,55,8,0,28.0,0.317,10.99,0.82,0.081,6.76,-17.0,47.0,0,0,1,0,0,0,0,0,0,1,0,0,Low
35,8.3,36.5,2,0,0,0,551,0,4,12.3,4.0,10,4,0,10,12,0,8.1,53,13,174,5,3,14,0,24.2,0.43,10.83,0.212,0.0,0.37,24.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,1,Medium
35,12.5,72.4,1,3,2,0,147,0,1,17.4,6.6,10,8,0,12,5,0,7.9,52,25,174,1,42,13,0,31.6,0.489,2.64,0.305,0.0,7.31,26.0,34.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
27,9.0,54.6,2,0,1,-1,517,0,4,26.4,1.5,10,9,0,10,8,0,6.8,37,12,83,8,16,8,0,23.1,0.15,8.79,0.629,0.0,4.22,11.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
29,2.0,84.6,2,3,0,1,345,3,4,9.0,2.0,12,6,0,11,4,0,8.6,14,17,50,2,2,14,0,25.4,0.667,10.83,0.474,1.0,0.18,-15.0,-6.0,0,0,1,0,0,0,0,0,0,0,0,1,Low
50,12.6,33.0,1,0,2,1,223,1,1,17.6,12.6,10,8,0,6,9,0,7.2,61,41,61,4,40,13,0,26.1,0.926,2.64,0.267,0.074,7.04,35.0,32.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
31,12.7,31.5,0,0,0,-1,511,1,1,24.6,7.9,12,6,0,12,9,0,6.0,44,14,135,2,2,6,0,23.4,0.577,1.95,0.502,0.073,0.49,18.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
40,4.0,65.5,2,0,0,-2,144,1,2,13.2,3.6,10,7,37,16,12,1,11.7,68,19,107,5,8,6,0,18.6,0.72,3.89,0.181,0.2,1.06,42.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
41,11.5,100.0,1,0,0,-1,383,4,5,26.1,0.7,10,7,0,8,14,0,6.5,30,26,58,5,2,8,0,24.7,0.056,10.99,0.746,0.32,0.52,4.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
43,13.4,100.0,2,1,0,1,168,2,5,7.4,4.8,12,10,0,10,13,0,6.4,49,12,172,9,8,24,0,24.7,0.333,16.09,0.137,0.139,0.59,23.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
31,10.0,96.4,0,0,1,0,410,2,1,11.8,9.9,10,9,0,8,11,0,6.8,52,11,273,4,8,11,0,31.6,0.9,2.48,0.207,0.182,0.94,26.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
33,14.5,53.8,2,0,0,0,83,0,4,19.1,2.3,14,6,0,7,12,0,9.4,19,25,110,2,1,6,0,25.1,0.148,7.78,0.796,0.0,0.19,-8.0,-7.0,0,0,0,0,1,0,1,0,0,0,0,0,Medium
46,12.6,99.2,0,5,0,0,478,0,3,13.7,2.7,14,7,0,10,8,0,6.0,51,9,93,6,2,1,0,22.5,0.199,2.08,0.245,0.0,0.27,22.0,-6.0,0,0,0,0,1,0,0,0,0,0,0,1,Low
25,6.2,22.8,0,3,0,1,433,1,4,18.6,6.2,12,7,44,11,9,1,6.0,0,30,52,0,2,6,0,18.8,0.861,7.78,3.72,0.139,0.37,-26.0,-6.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
41,4.9,5.1,1,0,2,0,108,2,4,12.4,4.9,8,7,58,16,14,1,11.9,49,13,135,4,2,11,1,23.8,0.831,9.94,0.23,0.339,0.25,22.0,-6.0,0,0,0,1,0,0,0,0,0,0,1,0,High
27,6.8,65.7,0,0,1,1,63,1,2,21.2,4.0,10,8,0,14,11,0,6.8,52,31,119,4,2,8,0,22.0,0.513,4.39,0.372,0.128,0.42,26.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
31,4.2,13.3,1,1,0,-1,531,3,4,27.1,2.0,14,8,51,7,10,1,6.4,14,40,54,5,1,4,0,36.0,0.385,6.44,1.426,0.577,0.27,-12.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,High
42,16.4,88.1,0,0,0,-2,228,0,4,13.8,3.0,10,7,0,8,6,0,8.2,1,26,65,6,8,5,0,23.6,0.172,7.17,2.3,0.0,1.1,-25.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
37,17.1,41.4,1,1,0,-1,678,0,4,19.1,4.3,14,6,31,14,8,1,6.0,25,28,133,4,2,10,0,23.5,0.238,9.59,0.637,0.0,0.38,-1.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
51,26.0,51.1,2,1,0,0,679,0,3,20.9,4.6,12,7,0,9,9,0,6.9,62,29,49,3,8,14,0,27.0,0.17,8.12,0.312,0.0,1.67,36.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
35,3.0,51.8,0,0,0,1,340,4,1,21.2,3.0,8,8,0,8,10,0,7.0,9,26,111,2,3,9,0,20.0,0.75,2.3,1.514,1.0,0.64,-20.0,-5.0,1,0,0,0,0,0,0,0,0,0,0,1,Low
39,17.1,60.7,2,4,0,-1,582,0,4,34.7,7.7,10,6,0,9,10,0,10.3,6,18,214,3,40,10,0,21.7,0.425,9.59,3.155,0.0,13.88,-20.0,32.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
51,4.9,4.4,4,0,2,-2,593,2,1,9.1,2.1,10,7,0,10,11,0,6.0,0,31,179,1,3,16,0,27.2,0.356,2.83,1.82,0.339,0.27,-26.0,-5.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
34,3.0,89.0,2,2,0,0,325,1,3,21.4,3.0,8,7,0,12,5,0,6.0,27,14,92,4,4,16,0,24.0,0.75,8.5,0.669,0.25,0.86,0.0,-4.0,0,0,0,1,0,0,0,0,0,1,0,0,Low
52,10.7,52.1,1,1,3,1,656,4,5,8.8,2.6,10,9,0,4,3,0,6.9,0,34,42,1,152,14,0,22.6,0.222,13.54,1.76,0.342,13.38,-29.0,144.0,0,0,0,0,1,0,0,0,0,0,0,1,Low
34,1.0,14.2,1,0,0,0,490,1,3,22.4,1.0,8,10,0,12,7,0,6.0,8,60,135,1,2,10,0,24.0,0.5,7.19,1.723,0.5,0.45,-19.0,-6.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
31,2.1,62.7,2,0,0,0,346,1,1,25.9,2.1,12,7,0,11,8,0,8.5,0,30,90,2,8,13,0,24.1,0.677,2.64,5.18,0.323,2.07,-27.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
30,9.1,13.5,1,1,0,0,639,0,2,26.6,4.4,10,5,0,8,7,0,9.5,28,20,101,5,2,4,0,23.4,0.436,3.22,0.806,0.0,0.53,1.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,Low
35,3.0,58.4,0,0,1,0,29,1,3,21.7,2.3,12,9,46,5,7,1,11.4,38,34,251,2,17,3,0,30.4,0.575,4.16,0.505,0.25,3.69,11.0,9.0,0,0,0,0,1,0,1,0,0,0,0,0,High
56,18.7,37.9,2,0,0,0,403,2,5,16.5,6.0,10,8,0,14,12,0,6.9,53,37,196,1,55,10,0,30.2,0.305,11.99,0.284,0.102,9.08,26.0,47.0,0,0,0,1,0,0,0,0,0,1,0,0,Medium
38,3.9,16.5,0,0,0,-1,231,1,4,14.5,3.9,10,8,45,16,13,1,12.7,0,30,186,5,8,12,0,30.7,0.796,10.26,2.9,0.204,1.16,-27.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,High
31,2.0,93.5,2,2,0,0,504,1,1,21.0,2.0,10,8,0,16,11,0,8.2,0,29,66,6,47,12,0,23.5,0.667,2.56,4.2,0.333,9.87,-27.0,39.0,0,0,0,0,1,0,1,0,0,0,0,0,Low
39,18.9,64.4,0,1,0,-2,688,1,4,20.8,6.7,10,6,0,13,9,0,7.1,56,26,305,1,1,11,0,29.6,0.337,9.94,0.341,0.05,0.21,30.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,High
28,8.2,33.0,0,1,0,0,201,2,5,22.9,5.1,14,6,0,12,14,0,6.8,45,19,163,9,59,13,0,23.1,0.554,13.2,0.458,0.217,13.51,16.0,51.0,1,0,0,0,0,0,0,0,0,0,0,1,Medium
41,17.3,64.0,2,0,2,0,451,2,4,19.5,4.5,10,8,0,12,10,0,8.8,58,8,140,5,2,7,0,21.7,0.246,8.32,0.31,0.109,0.39,29.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,1,Low
39,20.5,27.0,0,0,0,-1,61,1,2,15.1,4.1,8,7,22,8,6,1,6.0,10,49,306,2,161,3,0,26.0,0.191,2.77,1.007,0.047,24.31,-17.0,153.0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
34,3.1,48.6,2,1,0,-2,436,2,4,10.4,1.8,10,8,28,10,12,1,11.0,58,12,168,2,8,13,1,25.5,0.439,10.56,0.165,0.488,0.83,32.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
47,7.0,81.0,1,4,0,0,58,3,2,31.2,7.0,14,6,31,15,14,1,6.4,45,24,152,6,3,17,0,22.2,0.875,5.78,0.624,0.375,0.94,19.0,-5.0,1,0,0,0,0,0,0,1,0,0,0,0,High
39,7.6,9.1,0,1,1,1,675,1,5,17.1,2.2,10,6,0,14,10,0,8.7,41,51,85,1,164,4,0,22.0,0.256,8.05,0.372,0.116,28.04,15.0,156.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
42,13.1,100.0,2,0,0,-1,442,0,2,20.2,1.1,16,6,0,10,8,0,6.8,0,45,126,6,8,9,0,24.3,0.078,4.61,4.04,0.0,1.62,-27.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,High
37,10.8,90.7,4,4,0,0,429,0,2,11.6,2.2,10,7,0,16,10,0,7.3,28,44,67,7,4,12,0,22.5,0.186,5.13,0.352,0.0,0.46,2.0,-4.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
30,2.0,29.0,0,2,1,-1,138,0,1,10.7,2.0,14,8,0,13,12,0,6.5,33,19,219,0,8,13,0,22.7,0.667,2.64,0.282,0.0,0.86,6.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
50,1.3,68.7,0,3,0,0,549,3,2,20.7,1.3,14,5,0,8,8,0,7.1,0,27,45,6,87,10,0,30.5,0.565,4.8,4.14,1.304,18.01,-29.0,79.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
50,19.3,53.9,0,0,0,-1,501,1,2,13.1,2.4,8,8,0,12,10,0,7.0,0,19,40,0,50,10,0,30.5,0.118,4.8,2.62,0.049,6.55,-26.0,42.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
31,2.0,51.1,0,3,0,0,204,1,5,16.7,1.9,12,6,0,9,9,0,8.8,18,54,187,2,4,9,0,29.3,0.633,11.51,0.726,0.333,0.67,-11.0,-4.0,0,0,0,1,0,0,0,0,1,0,0,0,High
30,9.0,61.6,0,0,0,0,560,1,1,13.8,1.9,8,6,0,12,8,0,6.5,65,26,77,5,2,7,0,19.0,0.19,2.08,0.197,0.1,0.28,36.0,-6.0,0,0,1,0,0,0,0,0,1,0,0,0,Low
29,3.8,100.0,0,2,0,0,390,0,3,10.1,3.8,10,6,0,11,11,0,6.9,24,25,68,4,4,8,0,24.5,0.792,6.59,0.348,0.0,0.4,-2.0,-4.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
48,14.5,83.1,2,1,3,0,458,0,4,8.0,8.9,8,8,0,8,13,0,9.1,40,35,44,2,1,12,0,32.9,0.574,10.26,0.178,0.0,0.08,14.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
46,16.6,100.0,0,4,0,0,246,1,3,25.6,1.2,10,8,0,14,12,0,6.0,54,25,159,3,1,14,0,31.9,0.068,8.12,0.434,0.057,0.26,28.0,-7.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
34,2.9,81.8,1,0,1,1,177,2,4,19.8,2.9,12,6,0,10,12,0,6.3,30,28,197,1,1,8,0,31.5,0.744,8.79,0.566,0.513,0.2,4.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,High
48,28.8,99.9,0,0,0,-1,448,0,5,20.5,6.0,12,6,0,15,11,0,11.2,6,54,233,2,2,17,0,36.4,0.201,14.45,1.864,0.0,0.41,-23.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,1,High
56,17.7,91.2,2,1,1,0,605,1,3,15.6,5.4,12,8,0,12,4,0,7.1,24,24,106,3,41,23,0,30.8,0.289,9.53,0.538,0.053,6.4,-2.0,33.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
41,5.2,62.5,0,5,0,0,392,1,1,24.2,5.2,10,9,32,9,9,1,12.3,33,12,51,3,3,11,0,32.6,0.839,2.48,0.637,0.161,0.73,7.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
38,4.0,33.5,0,0,1,0,387,0,2,18.8,2.5,12,5,53,8,9,1,13.9,27,32,54,2,8,19,0,33.8,0.5,5.99,0.588,0.0,1.5,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,High
42,10.1,9.0,2,0,0,1,117,0,1,8.5,2.0,8,9,0,12,9,0,6.0,57,17,69,4,8,24,0,30.6,0.18,3.22,0.137,0.0,0.68,30.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,Low
36,11.1,100.0,2,0,1,-2,579,0,5,23.1,2.4,12,7,0,11,10,0,11.0,5,26,131,7,8,9,0,21.4,0.198,11.51,2.31,0.0,1.85,-21.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
28,9.1,78.4,1,1,0,1,95,2,5,8.2,4.3,8,8,0,6,10,0,8.6,25,60,87,0,3,8,0,23.4,0.426,10.99,0.273,0.198,0.25,-2.0,-5.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
30,2.0,22.1,0,1,0,-1,422,0,1,22.8,2.0,12,9,0,11,15,0,7.0,57,40,172,1,8,15,0,30.5,0.667,2.77,0.368,0.0,1.82,30.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,High
25,5.7,22.6,4,4,0,-2,201,1,1,13.7,1.9,10,5,53,13,5,1,6.0,8,60,104,2,40,2,0,30.3,0.284,1.1,1.054,0.149,5.48,-21.0,32.0,0,0,0,0,1,0,0,0,0,0,0,1,Low
22,4.0,78.0,2,2,0,0,114,2,2,20.7,1.5,16,6,0,12,13,0,7.1,31,31,265,4,140,5,0,23.1,0.3,3.58,0.575,0.4,28.98,5.0,132.0,0,1,0,0,0,0,0,1,0,0,0,0,High
43,9.3,18.3,1,1,1,-1,375,2,3,11.3,4.6,10,7,0,13,4,0,6.0,18,18,95,1,8,15,0,28.9,0.447,8.32,0.491,0.194,0.9,-11.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,Low
38,10.5,49.6,0,0,0,0,443,3,5,11.2,0.9,10,9,45,11,16,1,6.0,63,8,81,2,1,12,0,23.8,0.078,12.82,0.165,0.261,0.11,36.0,-7.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
31,1.9,5.6,0,2,0,-1,350,1,4,24.8,1.9,8,7,0,16,14,0,6.1,19,16,68,3,112,19,0,25.0,0.655,11.98,1.033,0.345,27.78,-8.0,104.0,1,0,0,0,0,0,0,0,0,1,0,0,Low
56,11.7,26.1,3,0,3,-1,634,1,1,24.8,7.1,10,7,0,8,11,0,7.1,0,22,107,3,122,10,0,25.9,0.559,2.4,4.96,0.079,30.26,-26.0,114.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
29,9.9,13.1,1,3,0,0,460,2,1,16.7,4.7,12,5,46,7,10,1,9.3,0,36,68,5,122,9,0,27.0,0.431,2.3,3.34,0.183,20.37,-27.0,114.0,0,1,0,0,0,0,0,0,0,0,1,0,Medium
34,3.2,62.9,0,1,1,1,244,1,3,30.4,3.2,12,10,0,9,7,0,6.6,15,32,162,8,2,8,1,22.2,0.762,6.59,1.52,0.238,0.61,-12.0,-6.0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
26,5.8,51.0,0,1,0,0,659,0,3,21.6,4.7,10,6,0,9,11,0,9.3,0,59,318,3,124,9,0,24.7,0.691,6.91,4.32,0.0,26.78,-29.0,116.0,0,1,0,0,0,0,0,0,0,0,0,1,High
28,4.1,100.0,0,0,0,0,651,1,1,14.1,4.1,12,7,0,7,5,0,7.8,24,31,245,3,8,7,0,25.4,0.804,2.08,0.486,0.196,1.13,-2.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
34,13.5,53.1,2,5,2,0,509,2,3,18.3,6.7,10,8,0,11,6,0,8.2,0,33,213,1,2,12,0,25.1,0.462,7.69,3.66,0.138,0.37,-27.0,-6.0,0,0,0,1,0,0,0,0,0,0,1,0,Medium
29,8.9,100.0,1,2,1,2,113,1,1,26.1,1.4,8,6,0,9,6,0,6.0,57,28,60,3,152,12,0,29.3,0.141,2.56,0.421,0.101,39.67,31.0,144.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
40,17.0,62.1,2,1,0,-1,83,0,3,25.6,3.3,12,8,0,11,13,0,9.9,9,24,157,5,8,6,0,21.9,0.183,5.84,1.829,0.0,2.05,-18.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,Medium
30,2.1,55.9,3,1,1,-2,607,4,4,12.5,2.1,14,5,35,11,11,1,11.6,13,21,167,6,3,14,0,18.6,0.677,10.83,0.694,1.29,0.38,-14.0,-5.0,0,0,1,0,0,0,0,0,0,1,0,0,High
40,9.7,49.0,0,1,0,0,226,0,4,21.2,9.7,8,7,0,17,10,0,6.0,73,37,60,1,8,12,0,31.1,0.907,10.26,0.272,0.0,1.7,47.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
46,14.2,22.7,3,0,0,0,627,1,4,9.8,4.3,10,9,37,8,9,1,7.7,38,19,84,3,8,17,0,28.0,0.283,11.56,0.228,0.066,0.78,11.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,Medium
27,5.0,48.9,1,0,0,0,399,0,2,20.3,3.6,8,9,0,8,7,0,8.6,71,29,84,5,8,6,0,31.8,0.6,3.89,0.267,0.0,1.62,42.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,Low
43,5.0,17.2,1,0,3,1,618,0,1,18.3,5.0,16,6,0,9,11,0,9.2,7,17,141,4,8,6,0,30.6,0.833,1.95,1.525,0.0,1.46,-19.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
33,3.1,55.9,0,0,0,-1,407,1,1,13.5,3.1,8,8,0,16,20,0,7.9,73,47,101,1,8,5,0,28.0,0.756,1.79,0.173,0.244,1.08,47.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
28,4.8,4.6,0,0,0,-2,120,1,1,15.2,1.3,12,7,0,7,13,0,9.9,42,50,245,3,8,12,0,24.9,0.224,2.56,0.323,0.172,1.22,16.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,High
30,2.0,68.4,2,1,1,-2,632,0,3,22.2,2.0,16,6,0,5,4,0,7.9,14,12,90,4,1,10,0,30.4,0.667,7.19,1.168,0.0,0.22,-12.0,-7.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
47,5.9,23.3,1,3,0,0,623,2,5,15.6,5.9,8,8,32,15,15,1,11.8,65,22,178,1,2,16,0,24.5,0.855,14.17,0.223,0.29,0.31,39.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
59,19.6,27.9,2,5,2,1,498,0,5,11.4,3.3,12,7,0,10,11,0,7.1,46,24,97,6,101,6,0,30.7,0.16,9.73,0.224,0.0,11.51,20.0,93.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
